title,link,excerpt,published_at,funding_round,money_raised
Dinner Lab Raises A $7M Series A To Expand Its Social Dining Club,https://techcrunch.com/2015/08/06/dinner-lab-raises-a-7m-series-a-to-expand-its-social-dining-club/,"Dinner Lab, a membership-based club that gives youÂ access to private dinner parties in unique locations throughout your city, announced it is has raised a $7 million Series A led by James River Capita...",2015/08/06,Series A,$7 M
AppFormix Raises $7M Series A Round For Its Cloud Ops Service,https://techcrunch.com/2015/06/09/appformix-raises-7m-series-a-round-for-its-cloud-ops-service/,"AppFormix, a startup that aims to help enterprises to more efficiently run their application in the shared infrastructure environments of public clouds, today announced that it has raised a $7 million...",2015/06/09,Series A,$7 M
Velocity raises $22.5M Series B to build â??Uber for Experiencesâ??,https://techcrunch.com/2016/08/30/velocity-series-b/,"Digital hospitality platform Velocity announced this week that, following its $16 million Series A last year, the company raised $22.5 million led byÂ DIG Investments. The company creates curated dinin...",2016/08/30,Series B,$22.5 M
Goldbely raises a $10M Series A to ship you food from Americaâ??s most popular restaurants,https://techcrunch.com/2017/03/08/goldbely-raises-a-10m-series-a-to-ship-you-food-from-americas-most-popular-restaurants/,"Goldbely, the specialty food delivery service, has closed $10 million in Series A funding. The round was led by Global Founders Capital and Intel Capital (which also led the company's seed round). As ...",2017/03/08,Series A,$10 M
Biometrics Company Tascent Raises $18.5M Series A Round,https://techcrunch.com/2015/09/17/biometrics-company-tascent-raises-18-5m-series-a-round/,"Chances are you've never heard of Tascent, but the biometrics identity company with a focus on iris recognition systems already has customers around the world, including Dubai International Airport, L...",2015/09/17,Series A,$18.5 M
Social Media Curation For Media Firms Crowdynews Raises â?¬2.5M Series A,https://techcrunch.com/2015/01/12/social-media-curation-for-media-firms-crowdynews-raises-e2-5m-series-a/,"Crowdynews, a social media curation platform aimed at media companies that want to integrate social feeds into their output, has raised â?¬2.5 million in funding in a Series A round led by INKEF Capital...",2015/01/12,Series A,¬2.5 M
Speek Raises $5.1 Million Series A To Replace Outdated Conference Calling Solutions,https://techcrunch.com/2014/03/03/speek-raises-5-1-million-series-a-to-replace-oudated-conference-calling-solutions/,"Conference calling startup Speek, which offers online and mobile tools that make it easier to jump on calls regardless of which device you have on hand, and then do more on calls once connected, is to...",2014/03/03,Series A,$5.1 M
Astro raises an $8 million Series A for its AI-powered email solution for teams,https://techcrunch.com/2017/03/09/astro-raises-an-8-million-series-a-for-its-ai-powered-email-solution-for-teams/,"On the surface, Astro, launching its public beta today, is a nifty but not completely necessary email client that combines machine intelligence and a bot interface to improve workflows and increase th...",2017/03/09,Series A,$8 M
"Nanosys Raises $25 Million, Lights Up Deal With Samsung",https://techcrunch.com/2010/08/10/nanosys-raises-25-million-lights-up-deal-with-samsung/,"Nanosys announced a $25 million Series E round today, as well as an alliance with Samsung to co-develop thin film solar panels, memory products and display technologies.

The funding will allow Palo A...",2010/08/10,Series E,$25 M
Room 77 Closes $30.3 Million Series C From Expedia And Others To Take Its Hotel Search Engine Global,https://techcrunch.com/2013/01/03/room-77-funding/,"Room 77, a Mountain View, California-based company that operates a search engine for finding the lowest prices on hotel rooms, has closed on $30.3 million in new funding. This round, which counts as R...",2013/01/03,Series C,$30.3 M
Monese raises $10M Series A for its banking app targeting immigrants and expats,https://techcrunch.com/2017/01/03/monese-series-a/,"Monese, the London-based fintech startup that offers a mobile banking app for immigrants and expats who might otherwise find it difficult to open a bank account outside of their originating country, h...",2017/01/03,Series A,$10 M
Abra Raises $12M In Series A Funding For Its Bitcoin-Based Remittance Service,https://techcrunch.com/2015/09/10/abra-raises-12m-in-series-a-funding-for-its-bitcoin-based-remittance-service/,"Abra, a remittance service built on top of the Blockchain, has closed $12 million in Series A funding. Investors in the round include Arbor Ventures, RRE Ventures, and First Round Capital. Total fundi...",2015/09/10,Series A,$12 M
"Formlabs raises $35M Series B, announces Autodesk partnership",https://techcrunch.com/2016/08/04/formlabs-series-b/,"Formlabs is shaping up to be something of a rare bright spot in a world of desktop 3D printers. While plenty of other devices have come and gone, failing to live up to the promise of consumer electron...",2016/08/04,Series B,$35 M
TrialReach Raises $13.5M Series B To Match Patients To Clinical Trials,https://techcrunch.com/2015/02/05/trialreach/,"TrialReach is an interesting startup on a number of fronts. Firstly, the company is based in London but does most of its business in the ""fast-moving"" U.S. healthcare market. Secondly, and more signif...",2015/02/05,Series B,$13.5 M
Doggie-Focused Bark & Co. (BarkBox) Raises $15 Million Series B,https://techcrunch.com/2014/07/11/barkbox-series-b/,"Bark & Co., the doggie-themed technology company best known for its dog treat-delivering subscription businessÂ BarkBox, and more recently, its vet care-on-demand serviceÂ BarkCare, has just closed on 1...",2014/07/11,Series B,$15 M
"EHANG, Maker Of Ghost Drone, Raises $10M Series A Led By GGV Capital",https://techcrunch.com/2014/12/30/ehang-seriesa/,"Though the market is still in its early stages, drone startups are becoming increasingly popular among venture capital firms. One of the latest companies to benefit is EHANG, maker of Ghost Drone, whi...",2014/12/30,Series A,$10 M
Online Consignment Shop For Kidsâ?? Items Swap.com Raises $4 Million Series A,https://techcrunch.com/2014/12/16/online-consignment-shop-for-kids-items-swap-com-raises-4-million-series-a/,"A newer competitor in the online consignment space, Swap.com, has raised $4 million in Series A funding for its e-commerce shop where parents can buy secondhand kids' clothing, gear, books, toys, game...",2014/12/16,Series A,$4 M
Price f(x) raises â?¬4M Series A for pricing optimization SaaS,https://techcrunch.com/2016/12/20/price-fx/,"Price f(x), a pricing optimization SaaS, has raised â?¬4 million in Series A funding. Leading the round is Prague-based Credo Ventures, and London-based Talis Capital. Noteworthy, this is the first outs...",2016/12/20,Series A,¬4 M
ScienceLogic Raises $43M Series D Round Led By Goldman Sachs,https://techcrunch.com/2015/02/19/sciencelogic-raises-43m-series-d-round-led-by-goldman-sachs/,"ScienceLogic, an IT monitoring software provider, today announced that it has raised a $43 million Series D funding round led by Goldman Sachs. Current investors NEA (which participated in all of Scie...",2015/02/19,Series D,$43 M
Trackvia Raises Series A for Point-And-Click Databases,https://techcrunch.com/2008/07/14/trackvia-raises-series-a-for-point-and-click-databases/,"Trackvia provides software as a service for transforming ordinary spreadsheets into versatile databases. The Colorado-based startup has raised its first major round of institutional funding, the amoun...",2008/07/14,Series A,unknown
Hightower Raises $6.5M Series A For Its Commercial Real Estate Platform,https://techcrunch.com/2014/08/21/hightower-raises-6-5m-series-a-for-its-commercial-real-estate-platform/,"Hightower, a ""command center for commercial real estate,"" today announced that it has raised a $6.5 million Series A round led by its existing investors Bessemer Venture Partners and Thrive Capital. P...",2014/08/21,Series A,$6.5 M
"Musement, a â??digital travel companionâ?? and ticketing platform, raises $10M Series B",https://techcrunch.com/2016/11/15/for-your-musement/,"Musement, a ""digital travel companion"" that lets travellers discover and book things to do, has closed $10 million in Series B funding. The round was led by family fund Micheli Associati, with partici...",2016/11/15,Series B,$10 M
"TrustedCompany.com, An E-Commerce Review Site For Emerging Markets, Raises $1M Series A",https://techcrunch.com/2014/09/14/trustedcompany/,"TrustedCompany.com, a review platform for e-commerce businesses in emerging markets like Southeast Asia and India, announced today that it has raised a Series A round of $1 million led by Tengelmann V...",2014/09/14,Series A,$1 M
Fitness App Maker Virtuagym Raises â?¬2.1M Series A,https://techcrunch.com/2015/10/27/virtuagym/,"Dutch startup Virtuagym, which makes fitness apps aimed at both consumers and fitness professionals, has picked up â?¬2.1 million in new funding. Despite the modest amount, the round is being dubbed a S...",2015/10/27,Series A,¬2.1 M
Cedexis Raises $22M Series B Round For Its Internet Traffic Monitoring And Routing Platform,https://techcrunch.com/2016/01/25/cedexis-raises-22m-series-b-round-for-its-internet-traffic-monitoring-and-routing-platform/,"Cedexis helps large enterprises monitor and optimize how their traffic flows from their servers, CDNs and cloud providers to their customers. The company today announced that it has raised a $22 milli...",2016/01/25,Series B,$22 M
Xoom Raises $20 Million Series E,https://techcrunch.com/2007/09/28/xoom-raises-2029-million-series-e/,"International payments processor Xoom has raised $20.29 million Series E in a round led by DAG Ventures and joined by previous investors Fidelity Ventures, New Enterprise Associates and Sequoia Capita...",2007/09/28,Series E,$20 M
"CoreOS Raises $8M Series A Round, Launches Managed Linux As A Service",https://techcrunch.com/2014/06/30/coreos-raises-8m-series-a-round-launches-managed-linux-as-a-service/,"CoreOS,Â a Linux distribution optimized for very largeÂ server deployments, today announced that it has raised a $8 million Series A funding round led by Kleiner Perkins Caufield & Byers with follow-on ...",2014/06/30,Series A,$8 M
MoEngage Raises $4.25M Series A To Grow In The U.S.,https://techcrunch.com/2015/09/14/moengage/,"MoEngage, which provides user analytics and automated mobile marketing for some of Indiaâ??s biggest mobile apps, is setting its sights on the rest of the world. The company announced today that it has ...",2015/09/14,Series A,$4.25 M
"Hereâ??s One Way To Monetise The Series A Crunch: Make A List Of Moribund Startups, Sell It For $5k (As Acqui-Hire/IP â??Intelâ??), Profit",https://techcrunch.com/2013/04/04/deadpool-dive-list/,"Back in December,Â the sort-of-Series-A-crunchÂ ledÂ VC analysis firmÂ CB InsightsÂ to predict thatÂ more than 1,000 startups will be orphaned at the seed stage. But it seems there is silver-lining to the s...",2013/04/04,Series A,unknown
Talkspace online therapy platform raises $15 million Series B,https://techcrunch.com/2016/06/14/talkspace-online-therapy-platform-raises-15-million-series-b/,"Talkspace, the startup that offers therapy via an app, has today announced the close of a $15 million Series B funding round led by Norwest Venture Partners. Other participants in the round include ex...",2016/06/14,Series B,$15 M
Custom Jewelry Startup Gemvara Raises $25M In Oversubscribed Series D Round,https://techcrunch.com/2012/06/04/custom-jewlery-gemvara-25m-series-d/,"Gemvara, a Boston-based custom jewelry site we've written about in the past, just announced that it has closed a $25 million Series D funding round. This oversubscribed round was led by Norwest Ventur...",2012/06/04,Series D,$25 M
Singapore Restaurant Booking Site Chope Raises $2.5M Series B,https://techcrunch.com/2013/03/15/singapore-restaurant-booking-site-chope-raises-2-5m-series-b/,"Chope has raised $2.5 million (S$3.2 million) in Series B funding. The round was led by local publishing house, Singapore Press Holdings, which now owns 27.8% of the startup, valued at $1.4 million (S...",2013/03/15,Series B,$2.5 M
GIF Keyboard Maker Riffsy Raises $10M Series A,https://techcrunch.com/2015/08/04/gif-keyboard-maker-riffsy-raises-10m-series-a/,GIF keyboard maker Riffsy has raised a $10 million Series A to make sure you never have to communicate using only boring sentences and emojis again. The round was led by Menlo Ventures with participat...,2015/08/04,Series A,$10 M
Clypd Raises $7.2M In Series A-1 To Help Sell Short TV Commercials,https://techcrunch.com/2013/11/19/clypd-raises-7-2m-in-series-a-1-to-sell-short-tv-commercials/,"Clypd, founded by the creators of Paypal-acquired WHERE, has raised $7.2 million in series A-1 funding, gathering cash from Atlas Ventures, Freestyle Captial, and Boston Seed Capital. John Battelle wa...",2013/11/19,Series A,$7.2 M
Novelty T-Shirt Maker Print Syndicate Raises $4.25M Series A,https://techcrunch.com/2014/10/30/novelty-t-shirt-maker-print-syndicate-raises-4-25m-series-a/,"Print Syndicate, an e-commerce store that sells printed T-shirts and other fashion and home decor goods, has raised $4.25 million in Series A funding led by Data Point Capital. Other investors include...",2014/10/30,Series A,$4.25 M
Motionbox Raises $7M Series B Funding,https://techcrunch.com/2007/12/03/motionbox-raises-7m-series-b-funding/,"Video editing and sharing site Motionbox, which markets primarily to families, has announced the closing of a $7M round of Series B financing led by Constellation Ventures with participation by Canaan...",2007/12/03,Series B,$7 M
Khosla And RRE Lead $16.2 Million Series C In Xobni,https://techcrunch.com/2010/04/15/khosla-and-rre-lead-16-2-million-series-c-in-xobni/,"Xobni, a social Microsoft Outlook plugin, has just raised $16.2 million in funding from Khosla Ventures and RRE Ventures, with Baseline Ventures, Atomico Ventures, First Round Capital, BlackBerry Part...",2010/04/15,Series C,$16.2 M
Accion Systems raises $7.5 million in Series A to accelerate production of miniature space thrusters,https://techcrunch.com/2016/05/12/accion-systems-raises-series-a/,"Accion Systems, the company developing miniature space propulsion systems, has raised $7.5 million in Series A funding led by Shasta Ventures. RRE Ventures, Founder Collective, and Slow Ventures also ...",2016/05/12,Series A,$7.5 M
"Booster Fuels, Which Fills Up Your Car While Youâ??re Working, Raises $9M Series A Round",https://techcrunch.com/2016/01/28/booster-fuels-fills-up-your-car-while-youre-working-raises-9m-series-a-round/,"Even if you're living in one of the few states where pumping your own gas is illegal, driving to the gas station to fill up is probably not your favorite chore. Booster Fuels wants to take the hassle ...",2016/01/28,Series A,$9 M
Skinkers Raises $16 Million Series B,https://techcrunch.com/2007/10/29/skinkers-raises-16-million-series-b/,"Skinkers, the UK company that is building a P2P live TV platform with Microsoft, has taken $16 million Series B in a round led by Acacia Capital Partners that included original investors Spark Venture...",2007/10/29,Series B,$16 M
Frengo Raises $5.7 Million Series A Round,https://techcrunch.com/2007/05/03/frengo-raises-57-million-series-a-round/,"Redwood City based Frengo, a mobile social networking startup targeting the growing SMS/ TXT market, have completed Series A funding of $5.7 million. The founding round was led by Trilogy Equity Partn...",2007/05/03,Series A,$5.7 M
Driverâ??s ed app Aceable raises $4 million,https://techcrunch.com/2016/09/23/drivers-ed-app-aceable-raises-4-million-for-national-expansion/,"Although self-driving vehicles feel like a near future reality, people still need driverâ??s licenses to get around independently in cars today. Now, an Austin, Texas startup called Aceable has raised $...",2016/09/23,NA,$4 M
Boomerang Commerce Raises $12M Series B Round For Its Price Optimization Platform,https://techcrunch.com/2016/01/14/boomerang-commerce-raises-12m-series-b-round-for-its-price-optimization-platform/,Disrupt Battlefield alumÂ (and finalist) Boomerang Commerce today announced that it has raised a $12 million Series B round led by Shasta Ventures. Previous investors Madrona Venture Group and Trinity ...,2016/01/14,Series B,$12 M
"Deliveroo Raises $100M Series D Led By DST And Greenoaks, Expands To Middle East And Asia",https://techcrunch.com/2015/11/23/deliveroo-series-d/,"It was only in July that Deliveroo raised $70 million in Series C funding, but today the London-headquartered company has announced that it's been dining at the VC table again. The 'on-demand' deliver...",2015/11/23,Series D,$100 M
Skyfire Raises $13 million in Series B Funding,https://techcrunch.com/2008/05/28/skyfire-raises-13-million-in-series-b-funding/,"Skyfire Labs Inc., makers of the ""game-changing"" Skyfire mobile browser, announced today that they have raised $13 million in Series B funding. This round of funding is led by Lightspeed Venture Partn...",2008/05/28,Series B,$13 M
Pontiflex Raises $2.5 Million in Series A Funding,https://techcrunch.com/2008/04/30/pontiflex-raises-25-million-in-series-a-funding/,"Pontiflex has received $2.5 million in Series A Funding in a round led by New Atlantic Ventures and Greenhill SAVP.

The company is involved in online lead generation, facilitating interaction between...",2008/04/30,Series A,$2.5 M
Stylesight Raises $16 Million In Series A Funding,https://techcrunch.com/2008/09/03/stylesight-raises-16-million-in-series-a-funding/,"Stylesight, a company that specializes in trend forecasting and product development tools for professionals in the fashion and style industries, announced Wednesday that it has completed its series A ...",2008/09/03,Series A,$16 M
"Upload VR startup raised $4.5 million Series A from Colopl, General Catalyst last year",https://techcrunch.com/2017/05/16/upload-vr-startup-raised-4-5-million-series-a-from-colopl-general-catalyst-last-year/,"Upload, which shiftedÂ the ""UploadVR"" brandÂ to its media armÂ earlier this year,Â closed a funding round in September of last yearÂ raising $4.5 million, TechCrunch has learned. The timing of the previous...",2017/05/16,Series A,$4.5 M
"Crave, A Maker Of USB-Powered Luxury Vibrators, Raises $2.4M Series A",https://techcrunch.com/2013/09/20/crave-a-maker-of-usb-powered-luxury-vibrators-raises-2-4m-series-a/,"Crave, a San Francisco startup that creates upscale, tech-savvy sex toys, announced that it has closed a $2.4 million Series A investment from over 60 angel investors, many of whom it reached through ...",2013/09/20,Series A,$2.4 M
"Bigcommerce Raises $50M Series D From SoftBank, Telstra, And American Express",https://techcrunch.com/2014/11/19/bigcommerce-raises-50m-series-d-from-softbank-telstra-and-american-express/,"E-commerce platform Bigcommerce announced today that it has raised $50 million in Series D funding, led by SoftBank Capital, with participation from Telstra Ventures, American Express, and returning i...",2014/11/19,Series D,$50 M
Rinse raises $6 million to expand its laundry pick-up and delivery service,https://techcrunch.com/2016/04/19/rinse-raises-6-million-to-expand-its-laundry-pick-up-and-delivery-service/,"Rinse Inc. has raised a $6 million Series A round of venture funding to pick up and clean anything in its customers' closets. According to Chief Executive Ajay Prakash, who cofounded Rinse in 2013 wit...",2016/04/19,Series A,$6 M
Beacon Technology Company Estimote Raises $10.7 Million Series A,https://techcrunch.com/2016/01/15/beacon-technology-company-estimote-raises-10-7-million-series-a/,"Estimote, a beacon company whose small, wireless sensors and accompanying softwareÂ provideÂ indoor location technology to some of the largest retailers as well asÂ 65 percent of the Fortune 100, has now...",2016/01/15,Series A,$10.7 M
Chinese Video App Developer Yixia Tech Raises $200M Series D At $1B Valuation,https://techcrunch.com/2015/11/24/yixia-tech-series-d/,"Yixia Tech, the Beijing developer behind Chinese video blogging app Miao Pai, has raised $200 million in Series D funding from microblogging platform Weibo, Sequoia Capital, YG Entertainment, and othe...",2015/11/24,Series D,$200 M
Eye-tracking virtual reality startup FOVE raises $11M Series A,https://techcrunch.com/2016/03/23/eye-tracking-virtual-reality-startup-fove-raises-11m-series-a/,"Eye-tracking virtual reality headset maker FOVE has closedÂ an $11 million Series A led by Colopl VR Fund, with participation from the venture fund of Hon Hai (Foxconn), 2020, and Samsung Venture Inves...",2016/03/23,Series A,$11 M
Ancera raises $8.9 million for tech to prevent food poisoning and recalls,https://techcrunch.com/2016/06/28/ancera-raises-8-9-million-for-tech-to-prevent-food-poisoning-and-recalls/,"A startup based in Branford, Connecticut, Ancera Inc. has raised $8.9 million in Series A funding for technology that helps food producers detect contaminants faster than other methods will allow. The...",2016/06/28,Series A,$8.9 M
Real-time performance review platform Reflektive raises $25M Series B round,https://techcrunch.com/2017/01/26/real-time-performance-review-platform-reflektive-raises-25m-series-b-round/,"Now that the holidays are over,Â many companiesÂ are about to make their employees go through the most dreadful exercise of the year: the annual performance review. ReflektiveÂ aims to replace the typica...",2017/01/26,Series B,$25 M
DevOps Automation Service Chef Raises $40M Series E Round Led By DFJ Growth,https://techcrunch.com/2015/09/09/devops-automation-service-chef-raises-40m-series-e-round-led-by-dfj-growth/,"The Seattle-based DevOps and IT automation service Chef today announced that it has raised a $40 million Series E round led by DFJ Growth, DFJ's fund for investing in $10 million+ rounds. One partÂ of ...",2015/09/09,Series E,$40 M
"Walker & Company Brands Raises $24M Series B, Inks Bevel Deal With Target",https://techcrunch.com/2015/09/28/walker-company-brands-raises-24m-series-b-inks-bevel-deal-with-target/,"Building a lifestyle brand is nothing like building, say, an app. Higher degree of difficulty for sure. That's not stopping Tristan Walker, though. Today, his company Walker & Company Brands has annou...",2015/09/28,Series B,$24 M
Audio-Beacon Startup LISNR Raises $10 Million Series B Round Led By Intel Capital,https://techcrunch.com/2015/11/03/audio-beacon-startup-lisnr-raises-10-million-series-b-round-led-by-intel-capital/,"Smart tone startup LISNR just raised a $10 million series B round led by Intel Capital to further advance the product as ""a true protocol to connect devices across a number of different verticals,"" LI...",2015/11/03,Series B,$10 M
ValiMail raises $12M Series A round for its email authentication service,https://techcrunch.com/2016/11/02/valimail-raises-12m-series-a-round-for-its-email-authentication-service/,"ValiMail helps enterprises protect their inboxes by making it easier to authenticate incoming emails with the help of the DMARC standard and related open protocols. At its core, this allows businesses...",2016/11/02,Series A,$12 M
Korean Bitcoin Exchange Korbit Raises $3M Series A,https://techcrunch.com/2014/08/25/korean-bitcoin-exchange-korbit-raises-3m-series-a/,"Korean bitcoin exchange Korbit has raised $3 million in Series A funding led by SoftBank Ventures Korea and Pantera Capital, with participation from BAM Ventures, and returning investors Bitcoin Oppor...",2014/08/25,Series A,$3 M
Cazena Raises $20M Series B For Its Enterprise Big Data-As-A-Service Platform,https://techcrunch.com/2015/07/22/cazena-raises-20m-series-b-for-its-enterprise-big-data-as-a-service-platform/,"Cazena, a new platformÂ that wants to make it easier for enterprises to process their data, today announced that it has raised a $20 million Series B round led by Formation 8. Other participants includ...",2015/07/22,Series B,$20 M
LimeBike raises $12 million to roll out bike sharing without kiosks in the US,https://techcrunch.com/2017/03/15/limebike-raises-12-million-to-roll-out-bike-sharing-without-kiosks-in-the-us/,"A startup called LimeBike has raised $12 million in venture funding to make Chinese-style bike sharing mainstream in the U.S. Andreessen Horowitz led the round, joined by IDG Ventures, DCM Ventures an...",2017/03/15,NA,$12 M
Feedvisor Raises $6M Series A For Its Repricing Platform,https://techcrunch.com/2014/08/26/feedvisor-raises-6m-series-a-for-its-repricing-platform/,"Tel Aviv-based Feedvisor, an algorithmic pricing and business intelligence platform for online retailers, today announced that it has raised a $6 million Series A round led by Australia's Square Peg C...",2014/08/26,Series A,$6 M
Blippar augmented reality search engine raises $54 million Series D,https://techcrunch.com/2016/03/02/blippar-augmented-reality-search-engine-raises-54-million-series-d/,"Blippar, the AR company that lets you see extra, rich content by simply pointing your phone at an object, has today announced the close of a $54 million Series D funding round. The round was led by Kh...",2016/03/02,Series D,$54 M
"PeerSpace Raises $5 Million Series A, Expands To New York City",https://techcrunch.com/2015/11/10/peerspace-raises-5-million-series-a-expands-to-new-york-city/,"PeerSpace, aÂ short-term meeting space reservations marketplace, has announced a $5 million Series A round of financing led by Foundation Capital to propel growth. Existing investor Structure Capital a...",2015/11/10,Series A,$5 M
"Naritiv, The Ad Network For Snapchat, Raises $3 Million Series A",https://techcrunch.com/2016/02/16/naritiv-the-ad-network-for-snapchat-raises-3-million-series-a/,"Naritiv, the platform that connects brands and advertisers with influencers on Snapchat, has today announced the close of a $3 million Series A led by Third Wave Digital. Investors in the round includ...",2016/02/16,Series A,$3 M
Hired Raises $15M Series A At Valuation Around $60M,https://techcrunch.com/2014/03/24/hired-raises-15m-series-a/,"Hired, a startup aiming to make hiring employees and finding a job easier and more efficient, has raised a $15 million Series A round led by Crosslink and Sierra Ventures with participation from SoftT...",2014/03/24,Series A,$15 M
Zugata raises $7 million to make annual performance reviews obsolete,https://techcrunch.com/2016/11/14/zugata-raises-7-million-to-make-annual-performance-reviews-obsolete/,"Even before they began to graduate from college, millennials drove changes at work, from management and recruiting practices to the design of office interiors. But companies are still adapting and fig...",2016/11/14,NA,$7 M
Mental Health Startup Lantern Raises $17 Million Series A Round,https://techcrunch.com/2016/02/10/mental-health-startup-lantern-raises-17-million-series-a-round/,"Lantern, a mental health startup that offers tools to deal with stress, anxiety and body image has raised a $17 million Series A round led by the University of Pittsburgh Medical Center's venture arm ...",2016/02/10,Series A,$17 M
Instart Logic Raises $45M Series D Round For Its Application Delivery Platform,https://techcrunch.com/2016/01/20/instart-logic-raises-45m-series-d-round-for-its-application-delivery-platform/,"Application delivery platform Instart Logic today announced that it has raised a $45 million Series D round. The round was led by a new investor, the late-stage fund Geodesic Capital. Other participan...",2016/01/20,Series D,$45 M
Festival Travel Site Festicket Raises $2.7M Series A,https://techcrunch.com/2014/09/11/festicket-series-a/,"Festicket, the UK startup that offers a travel booking and discovery site for festival goers, has closed a $2.7 million Series A round. The new funding, which adds to a $680,000 seed round raised in M...",2014/09/11,Series A,$2.7 M
Modsy Raises $8M Series A As It Gears Up For Public Launch,https://techcrunch.com/2016/02/02/modsy-raises-8m-series-a-as-it-gears-for-public-launch/,"Pencil + Pixel wants to use bleeding edge technology to upgrade your digs. Eventually. Called Modsy, the service still isn't publicly available but the company is today announcing it raised an $8 mill...",2016/02/02,Series A,$8 M
Hospitality Platform ALICE Raises $9.5M Series A Led By Expedia,https://techcrunch.com/2016/01/19/hospitality-platform-alice-raises-9-5m-series-a-led-by-expedia/,"ALICE, which allows hotels to manage and complete guest requests across various service departments with ease thanks to itsÂ intuitive host of mobile suite products, announced today that it had closed ...",2016/01/19,Series A,$9.5 M
Vacation Rentals Search Engine Holidu Raises â?¬5M Series A,https://techcrunch.com/2016/01/07/holidu/,"It was only last July that HomeToGo, a European â??metasearchâ?? engine for holiday rentals, raised â?¬6 million in Series A funding. And now competitor Holidu has gotten in on the fundraising action. The M...",2016/01/07,Series A,¬5 M
Artspace.com Raises $8.5M Series B To Expand Online Marketplace For Fine Art,https://techcrunch.com/2013/02/19/artspace-com-raises-8-5m-series-b-to-expand-online-marketplace-for-fine-art/,"The art world doesn't always get a lot of love from the VC community, but Artspace.com is ready to change all that with a new round from Canaan Partners. The Series B round adds another $8.5 million o...",2013/02/19,Series B,$8.5 M
Occipital Raises $13M Series B For Its Computer Vision Platform,https://techcrunch.com/2015/07/29/occipital-raises-13m-series-b-for-its-computer-vision-platform/,"OccipitalÂ made its first splash years ago with the RedLaser barcode scanning app and 360 Panorama app. Since then, however, it has moved into the 3D scanning and computer vision space and the company ...",2015/07/29,Series B,$13 M
Securly raises $4 million to put guard rails on the internet for K-12 students,https://techcrunch.com/2016/10/20/securly-raises-4-million-to-put-guard-rails-on-the-internet-for-k-12-students/,"Thanks to the Childrensâ?? Internet Protection Act, schools in the U.S. that provide internet access to their students must also generally use web filtering systems that block them from accessing obscen...",2016/10/20,NA,$4 M
Google X Alum Flux Factory Raises $29M Series B,https://techcrunch.com/2015/12/21/google-x-alum-flux-factory-raises-29m-series-b/,"One of Google X's former moonshots is raising cash as it looks to disrupt the architecture design space with its specialized collaborative data exchange service. Flux Factory, Inc. announced $29 milli...",2015/12/21,Series B,$29 M
Analytics Firm App Annie Raises $63 Million in Series E Funding,https://techcrunch.com/2016/01/14/app-annie-raises-63-million-in-series-e-funding/,"App Annie, the nearly six-year-old, San Francisco-based app analytics firm that long ago became the first stop for developers, investors, and journalists looking toÂ better understand app rankings and ...",2016/01/14,Series E,$63 M
Import.io Raises $13 Million Series A For Its Data Extraction Platform,https://techcrunch.com/2016/01/12/import-io-raises-13-million-series-a-for-its-data-extraction-platform/,"Weâ??ve been tracking Import.io since it launched on our TechCrunch Disrupt Europe stage in Berlin in 2013, and theyâ??ve come a long way. This startup, which effectively turns business web sites into dat...",2016/01/12,Series A,$13 M
Subscription Billing Startup ChargeBee Raises $5M Series B Led By Tiger Global,https://techcrunch.com/2015/03/10/chargebee-series-b-5-million-tiger-global/,"ChargeBee, a Chennai-based startup that helps companies manage their billing and subscription needs, is the latest investment for Tiger Global in India. The startup has closed a $5 million Series B ro...",2015/03/10,Series B,$5 M
Textbook Rental Market Heats Up: BookRenter Raises $6M Series A,https://techcrunch.com/2009/11/22/textbook-rental-market-heats-up-bookrenter-raises-6m-series-a/,"Earlier this month college textbook rental company Chegg raised $112M as part of a combined Series D and debt round, bringing the total raised by the company to a massive $144M. Competitor BookRenter ...",2009/11/22,Series A,$6 M
HotelQuickly Raises $1.16M Series A To Expand In Asia,https://techcrunch.com/2013/09/24/hotelquickly-raises-1-16m-series-a-to-expand-in-asia/,"Hotel booking app HotelQuickly has raised a series A round of HKD$9 million (about $1.16 million USD). Investors include Boon Hwee Koh, the former chairman of Singtel and Singapore Airlines. The start...",2013/09/24,Series A,$1.16 M
Docker Raises $95M Series D Round For Its Container Platform,https://techcrunch.com/2015/04/14/docker-raises-95m-series-d-round-for-its-container-platform/,"Docker, the company that kicked off the recent enthusiasm for containers two years ago, today announced that it has raised a $95 million Series D round led by Insight Venture Partners. New investors i...",2015/04/14,Series D,$95 M
"Parse, The â??Heroku For Mobileâ??, Raises $5.5 Million Series A",https://techcrunch.com/2011/11/09/parse-the-heroku-for-mobile-raises-5-5-million-series-a/,"Parse, a hot startup that serves as a 'Heroku for Mobile', has raised a $5.5 million Series A funding round led by Ignition Partners. Ignition's John Connors will be joining the Parse board of directo...",2011/11/09,Series A,$5.5 M
3DHubs Raises $4.5 Million To Make Local 3D Printing Global,https://techcrunch.com/2014/09/02/3dhubs-raises-4-5-million-to-make-local-3d-printing-global/,"3DHubs, a 3D printer matching service, has raised a $4.5 million Series A to help bring their local 3D printing system to the world. The service, which allows you to find and order 3D prints from prin...",2014/09/02,Series A,$4.5 M
